ParcelleID,Exploitant,Email,Telephone,NumSIRET,Region,Surface_ha,TypeCulture,TypeSol,Irrigation,DateMiseEnCulture,CodePostal
P0332,,mbertrand@sfr.fr,+33 6 57 59 72 49,702 172 518 15089,Nouvelle-Aquitaine,39.25,Tournesol,Sableux,Gravitaire,2025-04-23,79000
P0333,Odette Mercier,odette.mercier@orange.fr,06 43 87 68 97,353 716 692 96848,Bretagne,-1.15,Tournesol,Calcaire,Goutte-à-goutte,2024-05-06,35200
P0334,Hugo Lambert,lambert.hugo@hotmail.fr,01 91 83 54 28,314 866 507 50383,Occitanie,0.81,Blé,Calcaire,Aucune,2025-05-06,66000
P0335,Chloé Lefebvre,chloe58@gmail.com,02 34 43 62 66,739 211 989 93418,Bretagne,25.37,Blé,Sableux,Goutte-à-goutte,2024-05-16,29000
P0336,Jean Dubois,jean.dubois@agricole.coop,04 87 76 44 72,445 718 539 54112,Centre-Val de Loire,63.39,Maïs,Sableux,Aucune,2025-02-12,45000
P0337,Jean Guérin,jean.guerin@wanadoo.fr,07 99 41 57 67,774 990 586 77490,Bourgogne-Franche-Comté,,Vigne,Argileux,Gravitaire,2024-04-22,90000
P0338,Isabelle Dufour,isabelle.dufour@hotmail.fr,07 87 34 28 76,903 977 833 76143,Occitanie,60.62,Colza,Calcaire,Aspersion,2025-02-16,11000
P0339,Renée Morel,rmorel@gmail.com,02 51 59 45 38,781 587 786 26134,Bretagne,98.65,Vigne,Limoneux,Goutte-à-goutte,2025-05-23,22300
P0340,Léa Gautier,lea30@hotmail.fr,07 21 24 21 53,292 862 218 85083,Centre-Val de Loire,76.35,Blé,Sableux,Goutte-à-goutte,2024-05-14,41000
P0341,Margaux Picard,margaux76@agricole.coop,05 68 50 28 47,611 796 566 29323,Normandie,169.9,Blé,Sableux,Gravitaire,2024-04-28,50000
P0342,Maxime Martinez,martinez.maxime@hotmail.fr,06 38 99 16 32,844 501 406 96409,Bretagne,67.81,Tournesol,Sableux,Aucune,2025-02-17,35200
P0343,Hugo Vidal,hugo13@hotmail.fr,0150812122,267 691 240 67918,Pays de la Loire,44.02,Maïs,Argileux,Gravitaire,2024-03-13,53000
P0344,Manon Martinez,,+33 2 16 25 75 93,544 252 742 62952,Grand Est,97.98,Colza,Limoneux,Aucune,2024-05-28,10000
P0345,Martine Mathieu,martine.mathieu@gmail.com,0213090599,686 591 380 22393,Normandie,129.1,Tournesol,Sableux,Aspersion,2024-04-03,61000
P0346,Andrée Faure,,0575573851,,Normandie,130.51,Maïs,Argileux,Aspersion,2024-02-18,27000
P0347,Michèle Bernard,bernard.michele@wanadoo.fr,01 25 74 48 56,275 533 773 10011,Grand Est,104.13,Vigne,Calcaire,Aspersion,2025-04-17,88000
P0348,Julien Robin,julien.robin@orange.fr,07 37 27 87 80,467 384 231 91567,Bourgogne-Franche-Comté,76.67,Maïs,Calcaire,Aucune,2024-04-22,71000
P0349,Stéphane Morel,morel.stephane@free.fr,0532017488,257 423 906 66836,Bourgogne-Franche-Comté,15.97,Blé,Argileux,Aucune,2024-04-21,58000
P0350,Louise Masson,louise.masson@laposte.net,06 58 23 25 32,996 413 702 74175,Nouvelle-Aquitaine,173.15,Colza,Sableux,Goutte-à-goutte,2024-03-11,79000
P0351,Andrée Vincent,avincent@outlook.fr,06 43 11 97 75,773 229 246 59650,Normandie,145.22,Vigne,Limoneux,Aucune,2025-03-15,50000
P0352,Nicolas Rivière,nicolas.riviere@free.fr,+33 7 50 21 91 20,,Grand Est,11.95,Vigne,Calcaire,Goutte-à-goutte,2025-03-16,55000
P0353,Hugo Michel,hmichel@orange.fr,07 41 94 77 97,721 559 272 98410,Hauts-de-France,73.73,Maïs,Sableux,Goutte-à-goutte,2025-05-13,59000
P0354,Catherine Lacroix,lacroix.catherine@gmail.com,07 37 10 90 82,412 758 627 14643,Pays de la Loire,11.97,Blé,Calcaire,Gravitaire,2025-04-04,XXXXX
P0355,Yves Lemaire,ylemaire@gmail.com,0530630696,599 107 259 96066,Auvergne-Rhône-Alpes,60.21,Tournesol,Limoneux,Gravitaire,2024-05-22,42000
P0356,Jacques Vincent,,06 24 34 46 15,531 861 439 14142,Bretagne,191.96,Vigne,Argileux,Aucune,2025-05-26,22000
P0357,Patrick Blanchard,pblanchard@outlook.fr,01 26 29 54 74,,Grand Est,86.22,Colza,Argileux,Aucune,2025-04-10,10000
P0358,Renée Roussel,renee.roussel@free.fr,06 95 64 35 70,929 205 817 75841,Normandie,118.44,Maïs,Limoneux,Goutte-à-goutte,2024-05-02,14000
P0359,Odette Leroy,oleroy@gmail.com,07 99 91 39 38,590 162 622 65977,Occitanie,56.47,Vigne,Calcaire,Aspersion,2025-02-06,31000
P0360,Antoine Dufour,antoine.dufour@laposte.net,07 72 56 52 48,785 113 799 82321,Bretagne,72.6,Colza,Sableux,Aspersion,2025-03-19,29000
P0361,Jacques Mathieu,jacques84@agricole.coop,+33 1 19 79 89 53,585 879 306 79934,Bretagne,110.32,Vigne,Sableux,Gravitaire,2025-02-14,22300
P0362,Céline Vidal,vidal.celine@wanadoo.fr,06 47 15 82 17,810 294 858 62100,Pays de la Loire,194.32,Maïs,Calcaire,Aucune,2025-05-20,49000
P0363,Jean Roux,jroux@orange.fr,0350723023,403 825 374 82371,Nouvelle-Aquitaine,48.02,Blé,Limoneux,Gravitaire,2024-04-28,24000
P0364,Benoît Morel,,0353561957,822 662 370 27512,Bourgogne-Franche-Comté,197.06,Blé,Sableux,Aspersion,2025-03-09,25000
P0365,Lucas Dufour,lucas81@laposte.net,06 51 44 36 84,978 870 504 30400,Pays de la Loire,74.04,Tournesol,Argileux,Aucune,2024-05-06,49000
P0366,Philippe Morin,morin.philippe@laposte.net,06 60 97 87 34,,Nouvelle-Aquitaine,129.2,Tournesol,Argileux,Aspersion,2024-02-13,64000
P0367,Benoît Dupont,benoit17@orange.fr,07 28 90 86 11,109 910 208 81089,Centre-Val de Loire,28.28,Colza,Calcaire,Aspersion,2025-04-16,45000
P0368,Stéphane Marchand,stephane.marchand@orange.fr,05 63 28 10 38,,Bourgogne-Franche-Comté,57.73,Tournesol,Argileux,Aucune,2024-02-08,39000
P0369,Daniel Moreau,daniel6@gmail.com,0390478491,535 253 783 49526,Normandie,21.23,Tournesol,Sableux,Gravitaire,2024-02-28,14000
P0370,Louise Gautier,lgautier@yahoo.fr,05 64 45 28 21,230 286 885 60465,Centre-Val de Loire,138.84,Tournesol,Sableux,Aspersion,2024-05-14,36000
P0371,Stéphane Garnier,sgarnier@hotmail.fr,06 99 21 40 56,,Occitanie,27.15,Blé,Argileux,Gravitaire,2025-03-10,09000
P0372,Odette Lacroix,odette8@free.fr,06 58 13 99 64,818 208 778 86232,Nouvelle-Aquitaine,32.06,Maïs,Sableux,Aspersion,2024-03-03,XXXXX
P0373,Hélène Arnaud,helene96@yahoo.fr,07 70 62 53 66,811 113 393 24583,Bretagne,121.03,Maïs,Limoneux,Goutte-à-goutte,2025-05-22,56100
P0374,Aurélie Brunet,aurelie40@outlook.fr,06 44 21 76 58,228 860 316 62481,Normandie,164.59,Colza,Argileux,Aucune,2025-04-21,50000
P0375,André Dubois,andre.dubois@free.fr,07 87 52 13 40,654 209 166 37775,Normandie,-0.45,Maïs,Limoneux,Goutte-à-goutte,2024-04-03,61000
P0376,Marie Morin,marie.morin@orange.fr,03 46 60 74 34,500 843 464 26976,Nouvelle-Aquitaine,100.96,Colza,Limoneux,Goutte-à-goutte,2025-05-19,33000
P0377,Bernard Roux,bernard92@gmail.com,06 30 74 76 87,887 449 558 27196,Centre-Val de Loire,188.06,Blé,Calcaire,Aspersion,2024-02-05,28000
P0378,,michel.barbier@laposte.net,+33 3 31 47 30 18,472 461 191 19323,Bretagne,197.24,Vigne,Calcaire,Aspersion,2024-05-02,35200
P0379,Isabelle André,andre.isabelle@wanadoo.fr,0360154896,523 618 560 44449,Occitanie,148.34,Maïs,Argileux,Aspersion,2024-04-13,81000
P0380,Dominique Moreau,dmoreau@gmail.com,0424645711,849 210 506 66769,Grand Est,68.81,Colza,Calcaire,Aspersion,2025-02-09,55000
P0381,Jacqueline Boyer,jboyer@agricole.coop,,908 540 584 37973,Occitanie,,Tournesol,Sableux,Gravitaire,2024-02-05,81000
P0382,Françoise Lambert,francoise68@hotmail.fr,07 33 16 21 64,871 404 268 36031,Centre-Val de Loire,107.33,Maïs,Calcaire,Gravitaire,2025-02-18,36000
P0383,Philippe Moreau,moreau.philippe@wanadoo.fr,,251 611 985 51472,Nouvelle-Aquitaine,52.93,Blé,Calcaire,Aspersion,2025-02-02,24000
P0384,Thierry Marchand,marchand.thierry@hotmail.fr,06 96 83 11 57,116 409 414 75809,Nouvelle-Aquitaine,91.47,Tournesol,Sableux,Gravitaire,2025-04-04,86000
P0385,Valérie Muller,vmuller@outlook.fr,+33 6 46 99 89 22,925 957 206 21749,Occitanie,99.53,Colza,Argileux,Aucune,2024-04-28,11000
P0386,Louise Guérin,guerin.louise@yahoo.fr,+33 4 92 60 10 57,619 390 374 96334,Auvergne-Rhône-Alpes,181.91,Maïs,Argileux,Aucune,2024-02-01,73000
P0387,Hélène Arnaud,helene43@sfr.fr,+33 2 81 60 34 88,948 152 920 85740,Bourgogne-Franche-Comté,195.48,Maïs,Calcaire,Gravitaire,2024-05-08,71000
P0388,Nicolas Michel,nicolas71@laposte.net,06 21 21 13 65,,Normandie,108.96,Blé,Calcaire,Goutte-à-goutte,2024-05-21,27000
P0389,Andrée Girard,andree69@free.fr,+33 7 43 94 16 45,247 742 123 93674,Normandie,185.48,Blé,Argileux,Aspersion,2025-04-06,50000
P0390,Dominique Muller,dominique.muller@gmail.com,+33 6 19 36 97 63,421 748 561 31116,Bretagne,132.1,Colza,Argileux,Goutte-à-goutte,2025-04-16,35000
P0391,André Perrin,andre.perrin@free.fr,0530447536,473 217 322 13866,Centre-Val de Loire,138.47,Maïs,Sableux,Gravitaire,2025-03-03,36000
P0392,Léa Rivière,lriviere@hotmail.fr,07 32 35 97 45,205 697 912 87015,Auvergne-Rhône-Alpes,144.55,Tournesol,Calcaire,Aucune,2025-04-20,74000
P0393,Valérie Bertrand,valerie58@gmail.com,0388768256,718 946 998 94554,Hauts-de-France,,Maïs,Sableux,Aucune,2024-04-08,80000
P0394,Nathalie Leroy,nathalie.leroy@sfr.fr,06 69 82 51 39,494 390 716 37810,Hauts-de-France,143.39,Blé,Calcaire,Aucune,2025-04-07,60000
P0395,Sandrine Bernard,sandrine58@gmail.com,0441732012,391 118 759 85465,Occitanie,168.41,Tournesol,Argileux,Goutte-à-goutte,2025-02-03,81000
P0396,Lucas Lambert,lambert.lucas@hotmail.fr,04 48 99 68 73,224 963 482 90999,Nouvelle-Aquitaine,2.57,Blé,Sableux,Aucune,2024-03-03,16000
P0397,Benoît Pichon,,03 15 24 16 48,,Centre-Val de Loire,76.22,Maïs,Limoneux,Aucune,2024-03-11,36000
P0398,Yves Gérard,yves.gerard@yahoo.fr,06 83 71 94 72,429 891 848 73269,Grand Est,142.42,Vigne,Limoneux,Aspersion,2024-02-16,67000
P0399,Antoine Morel,morel.antoine@yahoo.fr,0578978156,878 419 825 69509,Bretagne,26.45,Vigne,Calcaire,Aucune,2024-05-07,22300
P0400,André Picard,apicard@gmail.com,02 12 68 33 44,,Hauts-de-France,185.42,Blé,Sableux,Aucune,2024-03-13,02000
P0401,Catherine Dubois,cdubois@orange.fr,+33 2 47 34 61 32,642 722 605 77976,Bourgogne-Franche-Comté,50.16,Blé,Limoneux,Goutte-à-goutte,2024-02-19,25000
P0402,Stéphane Simon,ssimon@hotmail.fr,07 73 36 31 36,394 822 710 47745,Occitanie,140.24,Tournesol,Sableux,Aspersion,2024-04-22,66000
P0403,Catherine Pichon,pichon.catherine@yahoo.fr,,178 274 795 11275,Normandie,0.7,Maïs,Calcaire,Goutte-à-goutte,2024-02-19,27000
P0404,Hélène Fournier,helene.fournier@wanadoo.fr,07 67 72 54 79,598 359 473 70129,Occitanie,67.08,Colza,Calcaire,Goutte-à-goutte,2025-02-05,11000
P0405,Antoine Leroy,,+33 3 36 21 34 58,380 998 741 98971,Hauts-de-France,191.68,Colza,Limoneux,Gravitaire,2025-04-13,80000
P0406,,sylvie.bertrand@sfr.fr,+33 5 54 46 24 11,801 250 577 99249,Bretagne,111.85,Maïs,Sableux,Aucune,2025-02-26,56100
P0407,Marie Morel,morel.marie@orange.fr,,954 100 151 42955,Bretagne,171.87,Colza,Limoneux,Goutte-à-goutte,2025-03-24,29000
P0408,,bfournier@free.fr,03 48 86 49 32,795 996 430 85781,Bretagne,27.57,Colza,Limoneux,Gravitaire,2025-02-10,56100
P0409,Stéphane David,stephane13@hotmail.fr,07 74 97 55 69,577 530 520 70461,Occitanie,,Tournesol,Argileux,Aspersion,2025-03-19,66000
P0410,Camille Robin,crobin@orange.fr,04 76 68 16 20,,Nouvelle-Aquitaine,58.47,Tournesol,Sableux,Goutte-à-goutte,2024-02-23,40000
P0411,Aurélie Dufour,dufour.aurelie@wanadoo.fr,04 89 98 35 24,,Bretagne,19.82,Maïs,Argileux,Aucune,2024-05-13,29000
P0412,Sylvie Faure,faure.sylvie@free.fr,+33 7 94 88 25 65,122 289 245 96175,Grand Est,109.56,Tournesol,Calcaire,Gravitaire,2025-02-19,68000
P0413,Isabelle Lefèvre,isabelle55@hotmail.fr,,677 498 111 86092,Auvergne-Rhône-Alpes,131.61,Tournesol,Argileux,Gravitaire,2024-05-24,69000
P0414,André Vincent,avincent@free.fr,06 93 29 55 93,447 570 832 28355,Auvergne-Rhône-Alpes,184.73,Blé,Calcaire,Aucune,2025-03-19,01000
P0415,Louise Duval,duval.louise@sfr.fr,+33 1 15 13 30 39,208 611 795 72444,Centre-Val de Loire,161.81,Maïs,Argileux,Aspersion,2025-05-03,41000
P0416,Michèle Bernard,michele.bernard@sfr.fr,07 23 99 67 58,752 687 669 36179,Grand Est,57.57,Maïs,Limoneux,Aucune,2024-02-19,XXXXX
P0417,Antoine Simon,asimon@orange.fr,03 33 97 92 77,952 312 684 72093,Hauts-de-France,111.96,Maïs,Argileux,Aucune,2025-05-28,59000
P0418,Jacques Giraud,jacques.giraud@yahoo.fr,07 12 38 47 42,466 169 993 30691,Auvergne-Rhône-Alpes,170.71,Colza,Sableux,Aucune,2024-02-19,26000
P0419,,lea.martin@free.fr,0399031467,163 341 605 19556,Normandie,153.23,Blé,Sableux,Goutte-à-goutte,2025-02-18,14000
P0420,,,07 65 71 48 39,,Occitanie,39.64,Colza,Calcaire,Goutte-à-goutte,2025-02-13,66000
P0421,Valérie Marchand,marchand.valerie@yahoo.fr,07 65 17 40 39,110 332 522 80283,Normandie,174.71,Maïs,Argileux,Goutte-à-goutte,2024-03-15,76000
P0422,Patrick Vincent,pvincent@laposte.net,01 19 42 79 36,852 932 465 38873,Pays de la Loire,156.15,Vigne,Limoneux,Gravitaire,2025-02-02,53000
P0423,Chloé Roussel,chloe67@wanadoo.fr,0226474964,935 906 245 14701,Grand Est,91.03,Blé,Argileux,Aucune,2024-04-09,68000
P0424,Benoît Laurent,benoit.laurent@hotmail.fr,+33 4 15 38 36 58,541 645 153 96560,Auvergne-Rhône-Alpes,187.48,Colza,Sableux,Gravitaire,2024-02-11,07000
P0425,Valérie Renaud,vrenaud@orange.fr,07 78 69 64 83,887 631 366 31305,Bourgogne-Franche-Comté,48.03,Blé,Sableux,Gravitaire,2024-03-25,58000
P0426,,faure.sebastien@laposte.net,0126684124,776 428 956 44670,Bretagne,,Blé,Calcaire,Goutte-à-goutte,2025-05-21,56000
P0427,Thierry Dubois,dubois.thierry@agricole.coop,+33 2 43 45 43 73,745 278 250 90995,Occitanie,37.26,Colza,Calcaire,Gravitaire,2024-03-02,30000
P0428,Alain Martin,alain.martin@sfr.fr,07 23 19 74 66,179 342 308 52701,Normandie,83.49,Tournesol,Sableux,Aspersion,2024-04-20,27000
P0429,Thierry Pichon,thierry.pichon@laposte.net,03 29 85 13 23,927 420 623 76608,Normandie,76.08,Colza,Argileux,Aspersion,2025-02-03,14000
P0430,Sébastien Chevalier,sebastien.chevalier@hotmail.fr,0191483852,637 632 551 51541,Auvergne-Rhône-Alpes,182.26,Vigne,Limoneux,Gravitaire,2024-05-11,38000
P0431,Hugo Girard,hugo.girard@hotmail.fr,0158626679,719 335 559 64899,Grand Est,25.49,Colza,Limoneux,Aucune,2024-04-26,88000
P0432,Michèle Laurent,mlaurent@wanadoo.fr,06 33 68 11 31,369 883 667 71585,Nouvelle-Aquitaine,86.57,Maïs,Argileux,Aspersion,2025-05-12,17000
P0433,Renée Brunet,renee.brunet@sfr.fr,01 55 67 62 90,954 546 396 72535,Bretagne,118.12,Colza,Argileux,Aspersion,2024-04-22,22300
P0434,Patrick Blanc,patrick.blanc@laposte.net,+33 3 16 82 76 77,964 536 392 52310,Bourgogne-Franche-Comté,29.07,Maïs,Calcaire,Gravitaire,2025-02-12,25000
P0435,Bernard Masson,masson.bernard@wanadoo.fr,02 95 45 28 22,958 620 872 32131,Occitanie,178.18,Colza,Limoneux,Goutte-à-goutte,2025-02-12,12000
P0436,Valérie Lemaire,valerie.lemaire@yahoo.fr,04 65 73 43 21,385 849 784 25264,Centre-Val de Loire,44.88,Blé,Sableux,Aspersion,2025-04-15,36000
P0437,Manon Caron,manon.caron@orange.fr,0335554877,776 957 998 92061,Occitanie,49.56,Colza,Calcaire,Aspersion,2024-04-16,66000
P0438,Lucas Garnier,lucas67@gmail.com,,,Hauts-de-France,8.24,Vigne,Calcaire,Aspersion,2025-05-17,62000
P0439,Yves Lambert,ylambert@yahoo.fr,0449650228,215 873 882 47653,Bourgogne-Franche-Comté,132.65,Blé,Limoneux,Aucune,2025-02-12,71000
P0440,Louise Schmitt,lschmitt@yahoo.fr,03 44 74 37 62,,Centre-Val de Loire,78.58,Tournesol,Calcaire,Aucune,2025-02-09,37000
P0441,Catherine Mathieu,catherine29@hotmail.fr,05 88 52 26 87,839 121 921 59700,Nouvelle-Aquitaine,70.86,Colza,Argileux,Goutte-à-goutte,2024-04-18,40000
P0442,Hélène Robin,robin.helene@laposte.net,06 80 41 11 14,873 639 204 75732,Bourgogne-Franche-Comté,56.98,Blé,Limoneux,Aspersion,2024-04-24,70000
P0443,Léa Faure,lea.faure@laposte.net,,880 850 525 12641,Occitanie,183.84,Blé,Calcaire,Aspersion,2025-04-14,31000
P0444,Sylvie Masson,smasson@agricole.coop,02 62 81 45 71,819 646 618 42062,Bourgogne-Franche-Comté,-2.51,Tournesol,Sableux,Goutte-à-goutte,2025-03-19,70000
P0445,Louise Fournier,fournier.louise@gmail.com,01 81 31 36 72,185 244 512 90804,Pays de la Loire,152.24,Blé,Calcaire,Gravitaire,2025-04-24,49000
P0446,Marie Fontaine,marie35@orange.fr,+33 5 73 50 93 40,825 594 626 82719,Nouvelle-Aquitaine,15.96,Maïs,Argileux,Aspersion,2024-03-07,64000
P0447,Marie Schmitt,marie63@outlook.fr,0463607320,,Nouvelle-Aquitaine,184.43,Vigne,Sableux,Gravitaire,2024-03-10,24000
P0448,Margaux Roussel,mroussel@agricole.coop,07 27 31 77 70,,Bourgogne-Franche-Comté,198.67,Blé,Sableux,Aspersion,2024-02-18,25000
P0449,Claude Roussel,claude82@sfr.fr,02 45 46 64 84,476 739 885 62857,Auvergne-Rhône-Alpes,40.92,Colza,Limoneux,Goutte-à-goutte,2024-04-06,38000
P0450,Jacques Barbier,barbier.jacques@hotmail.fr,0438092671,902 337 321 21971,Normandie,174.99,Vigne,Argileux,Goutte-à-goutte,2024-05-14,27000
P0451,Sylvie Chevalier,schevalier@hotmail.fr,07 49 76 50 77,,Normandie,189.13,Vigne,Limoneux,Aucune,2025-05-23,76000
P0452,Aurélie Pichon,apichon@orange.fr,07 64 37 88 81,295 491 483 33462,Occitanie,39.38,Colza,Sableux,Gravitaire,2024-04-09,31000
P0453,,julien.masson@yahoo.fr,07 45 90 17 83,983 835 582 89632,Pays de la Loire,175.05,Colza,Argileux,Goutte-à-goutte,2025-02-20,49000
P0454,Chloé Dufour,chloe.dufour@gmail.com,,163 421 199 81314,Auvergne-Rhône-Alpes,122.99,Blé,Sableux,Gravitaire,2024-04-17,XXXXX
P0455,Antoine Faure,antoine9@orange.fr,0245787268,554 145 382 89761,Grand Est,127.24,Blé,Sableux,Gravitaire,2025-02-11,57000
P0456,Sébastien Vidal,sebastien.vidal@gmail.com,0132727871,322 753 483 70338,Nouvelle-Aquitaine,61.9,Maïs,Limoneux,Gravitaire,2024-05-23,87000
P0457,Jacques Morin,jacques35@free.fr,07 43 99 66 43,463 692 472 55725,Hauts-de-France,166.43,Blé,Calcaire,Aspersion,2024-05-12,80000
P0458,Monique Rousseau,monique12@laposte.net,+33 3 14 24 76 94,586 243 578 86915,Centre-Val de Loire,117.88,Blé,Sableux,Goutte-à-goutte,2025-02-06,41000
P0459,Catherine Gautier,catherine40@sfr.fr,06 12 66 88 68,811 545 848 62341,Pays de la Loire,74.96,Vigne,Calcaire,Aucune,2025-02-08,85000
P0460,Michel André,michel.andre@agricole.coop,06 48 86 99 77,681 869 242 27025,Centre-Val de Loire,18.53,Maïs,Sableux,Aucune,2025-03-15,XXXXX
P0461,Jacqueline Bertrand,jacqueline24@gmail.com,+33 1 41 29 97 81,483 105 588 30883,Centre-Val de Loire,79.11,Maïs,Calcaire,Aucune,2025-03-25,28000
P0462,Jacques Fontaine,jfontaine@sfr.fr,0156555725,858 700 127 39057,Normandie,72.77,Colza,Argileux,Aucune,2024-03-05,76000
P0463,Monique Lambert,monique55@wanadoo.fr,+33 6 71 14 43 63,507 798 629 23950,Pays de la Loire,146.67,Tournesol,Argileux,Aspersion,2025-03-19,53000
P0464,Jean Garnier,jean.garnier@hotmail.fr,07 91 24 87 67,899 584 829 53917,Hauts-de-France,36.18,Tournesol,Calcaire,Goutte-à-goutte,2024-02-11,02000
P0465,Alain Bertrand,alain.bertrand@yahoo.fr,01 72 68 56 16,802 478 358 65797,Centre-Val de Loire,5.19,Vigne,Limoneux,Gravitaire,2025-05-01,41000
P0466,Maxime Bernard,mbernard@orange.fr,05 22 26 28 91,381 453 569 90903,Grand Est,186.49,Colza,Calcaire,Goutte-à-goutte,2024-04-12,XXXXX
P0467,Julien Lemaire,julien.lemaire@hotmail.fr,07 64 61 12 33,363 838 768 20391,Bourgogne-Franche-Comté,114.39,Vigne,Limoneux,Goutte-à-goutte,2025-05-07,70000
P0468,Martine Dufour,martine.dufour@outlook.fr,06 96 46 44 10,119 900 524 96142,Bretagne,158.16,Vigne,Argileux,Aspersion,2024-02-23,29000
P0469,Camille Rivière,criviere@yahoo.fr,07 79 59 70 81,,Centre-Val de Loire,30.78,Tournesol,Limoneux,Aspersion,2025-04-13,XXXXX
P0470,Dominique Morin,dominique.morin@outlook.fr,0350806582,422 562 790 71260,Occitanie,125.04,Colza,Calcaire,Aucune,2024-04-18,11000
P0471,Gérard Lacroix,glacroix@gmail.com,05 47 32 30 61,460 869 322 64811,Normandie,126.24,Vigne,Calcaire,Aspersion,2025-05-25,50000
P0472,André Vidal,vidal.andre@orange.fr,06 97 22 59 84,528 520 293 93416,Occitanie,124.17,Blé,Calcaire,Goutte-à-goutte,2025-03-06,65000
P0473,Manon Laurent,,+33 5 75 34 30 68,995 345 279 71888,Grand Est,178.94,Maïs,Calcaire,Aucune,2024-05-08,52000
P0474,Nicolas Gautier,nicolas21@sfr.fr,01 14 97 96 62,581 982 494 19222,Bourgogne-Franche-Comté,107.7,Colza,Argileux,Aucune,2025-02-10,21000
P0475,Nathalie Faure,nathalie.faure@yahoo.fr,07 84 24 31 56,447 245 348 73254,Grand Est,138.9,Tournesol,Calcaire,Aspersion,2025-04-10,88000
P0476,Étienne Blanc,etienne5@agricole.coop,07 13 38 57 82,398 414 833 30749,Normandie,88.25,Vigne,Limoneux,Aspersion,2024-04-28,14000
P0477,Pierre Gérard,gerard.pierre@agricole.coop,0564471544,274 452 759 30431,Normandie,75.19,Tournesol,Limoneux,Aucune,2024-05-13,XXXXX
P0478,François Rousseau,francois.rousseau@wanadoo.fr,07 73 68 82 91,960 864 966 78697,Grand Est,7.05,Blé,Sableux,Goutte-à-goutte,2025-02-26,08000
P0479,Céline Girard,celine89@wanadoo.fr,+33 2 15 87 44 80,860 294 850 18345,Bretagne,45.9,Colza,Calcaire,Aucune,2024-02-11,29000
P0480,Philippe Boyer,philippe13@free.fr,07 82 11 84 65,214 837 553 94230,Grand Est,151.23,Blé,Sableux,Aucune,2025-05-21,55000
P0481,Laurent Chevalier,laurent69@laposte.net,0551446973,214 874 286 73908,Occitanie,94.37,Maïs,Limoneux,Goutte-à-goutte,2025-04-04,65000
P0482,Catherine Mathieu,catherine14@free.fr,0352951801,583 205 801 49329,Normandie,65.09,Maïs,Calcaire,Aspersion,2024-03-11,50000
P0483,Léa Henry,henry.lea@laposte.net,07 57 28 49 52,949 863 422 68944,Auvergne-Rhône-Alpes,83.72,Tournesol,Argileux,Aucune,2025-03-15,69000
P0484,Benoît Brunet,brunet.benoit@laposte.net,,491 433 671 83396,Grand Est,88.3,Vigne,Argileux,Goutte-à-goutte,2024-03-11,08000
P0485,Laurent Bernard,bernard.laurent@yahoo.fr,0417961369,754 450 382 80503,Centre-Val de Loire,94.63,Blé,Sableux,Aucune,2024-03-19,37000
P0486,Aurélie Laurent,laurent.aurelie@outlook.fr,07 98 12 27 18,816 828 856 51151,Centre-Val de Loire,176.97,Maïs,Sableux,Aucune,2024-05-12,18000
P0487,Chloé Bonnet,chloe.bonnet@orange.fr,+33 4 72 16 77 17,624 482 116 84149,Bourgogne-Franche-Comté,174.68,Vigne,Calcaire,Gravitaire,2025-02-24,25000
P0488,Aurélie Caron,acaron@outlook.fr,06 19 97 65 45,856 255 766 53310,Nouvelle-Aquitaine,91.08,Tournesol,Argileux,Aucune,2025-02-20,33000
P0489,Jean Fournier,fournier.jean@free.fr,06 83 55 83 29,251 311 415 33800,Nouvelle-Aquitaine,169.02,Maïs,Sableux,Goutte-à-goutte,2025-04-08,24000
P0490,Sylvie Roux,roux.sylvie@free.fr,,550 226 954 59166,Occitanie,148.11,Tournesol,Argileux,Aucune,2025-05-07,81000
P0491,Émilie Arnaud,emilie.arnaud@outlook.fr,06 25 72 87 55,424 525 295 37568,Nouvelle-Aquitaine,51.43,Blé,Calcaire,Goutte-à-goutte,2024-05-26,64000
P0492,Daniel Muller,muller.daniel@hotmail.fr,04 70 12 45 92,146 244 967 42636,Bretagne,31.57,Tournesol,Argileux,Goutte-à-goutte,2024-04-12,22000
P0493,Thierry David,thierry95@wanadoo.fr,02 13 73 36 49,482 961 371 91515,Centre-Val de Loire,,Blé,Calcaire,Goutte-à-goutte,2024-05-02,36000
P0494,Lucas Perrin,lucas.perrin@sfr.fr,01 70 69 63 78,977 717 928 93473,Occitanie,180.63,Maïs,Sableux,Gravitaire,2024-05-16,12000
P0495,Philippe Lefebvre,philippe.lefebvre@wanadoo.fr,+33 3 88 23 41 38,847 775 408 53073,Pays de la Loire,115.64,Vigne,Limoneux,Gravitaire,2025-04-22,44000
P0496,Emma Pichon,emma.pichon@free.fr,02 30 60 51 11,595 978 452 34608,Normandie,90.91,Vigne,Calcaire,Goutte-à-goutte,2025-04-11,14000
P0497,Alain Rousseau,alain.rousseau@outlook.fr,07 76 43 18 56,126 656 229 22397,Grand Est,24.5,Vigne,Limoneux,Gravitaire,2025-05-14,57000
P0498,Colette Chevalier,colette25@outlook.fr,06 12 35 55 77,255 676 980 79541,Hauts-de-France,108.12,Colza,Limoneux,Gravitaire,2024-02-22,02000
P0499,René Martinez,rmartinez@outlook.fr,07 16 61 47 59,531 587 579 52194,Bretagne,15.44,Colza,Sableux,Aspersion,2024-02-25,22000
